title,genre,overview
Straw Dogs,"['Drama', 'Thriller']","['david', 'sumner', 'mildmannered', 'academic', 'united', 'states', 'marries', 'amy', 'englishwoman', 'order', 'escape', 'hectic', 'stateside', 'lifestyle', 'david', 'wife', 'relocate', 'small', 'town', 'rural', 'cornwall', 'amy', 'raised', 'david', 'ostracized', 'brutish', 'men', 'village', 'including', 'amys', 'old', 'flame', 'charlie', 'eventually', 'taunts', 'escalate', 'two', 'locals', 'rape', 'amy', 'sexual', 'assault', 'awakes', 'shockingly', 'violent', 'side', 'david']"
Munich,"['Drama', 'Action', 'History', 'Thriller']","['1972', 'olympic', 'games', 'munich', 'eleven', 'israeli', 'athletes', 'taken', 'hostage', 'murdered', 'palestinian', 'terrorist', 'group', 'known', 'black', 'september', 'retaliation', 'israeli', 'government', 'recruits', 'group', 'mossad', 'agents', 'track', 'execute', 'responsible', 'attack']"
Stranger Than Paradise,"['Comedy', 'Drama']","['hungarian', 'immigrant', 'friend', 'cousin', 'go', 'unpredictable', 'adventure', 'across', 'america']"
Uncut Gems,"['Drama', 'Thriller', 'Crime']","['charismatic', 'new', 'york', 'city', 'jeweler', 'always', 'lookout', 'next', 'big', 'score', 'makes', 'series', 'highstakes', 'bets', 'could', 'lead', 'windfall', 'lifetime', 'howard', 'must', 'perform', 'precarious', 'highwire', 'act', 'balancing', 'business', 'family', 'encroaching', 'adversaries', 'sides', 'relentless', 'pursuit', 'ultimate', 'win']"
Son of Saul,"['War', 'Drama', 'Thriller']","['horror', '1944', 'auschwitz', 'prisoner', 'forced', 'burn', 'corpses', 'people', 'finds', 'moral', 'survival', 'trying', 'save', 'flames', 'body', 'boy', 'takes', 'son']"
Broken Embraces,"['Drama', 'Romance', 'Thriller']","['harry', 'caine', 'blind', 'writer', 'reaches', 'moment', 'time', 'heal', 'wounds', '14', 'years', 'back', 'still', 'known', 'real', 'name', 'mateo', 'blanco', 'directing', 'last', 'movie']"
TÁR,"['Drama', 'Music']","['renowned', 'musician', 'lydia', 'tár', 'days', 'away', 'recording', 'symphony', 'elevate', 'career', 'however', 'lydias', 'elaborate', 'facade', 'begins', 'unravel', 'revealing', 'dirty', 'secrets', 'corrosive', 'nature', 'power']"
Once Upon a Deadpool,"['Comedy', 'Action', 'Adventure']","['kidnapped', 'fred', 'savage', 'forced', 'endure', 'deadpools', 'pg13', 'rendition', 'deadpool', '2', 'princess', 'brideesque', 'story', 'thats', 'full', 'magic', 'wonder', 'zero', 'fs']"
Riley's First Date?,"['Animation', 'Family']","['riley', '12', 'hanging', 'parents', 'home', 'potential', 'trouble', 'comes', 'knocking', 'moms', 'dads', 'emotions', 'find', 'forced', 'deal', 'riley', 'going', 'first', 'date']"
The China Syndrome,"['Drama', 'Thriller']","['series', 'reports', 'alternative', 'energy', 'sources', 'opportunistic', 'reporter', 'kimberly', 'wells', 'witnesses', 'accident', 'nuclear', 'power', 'plant', 'wells', 'determined', 'publicize', 'incident', 'soon', 'finds', 'entangled', 'sinister', 'conspiracy', 'keep', 'full', 'impact', 'incident', 'secret']"
Batman vs Teenage Mutant Ninja Turtles,"['Animation', 'Action', 'Family']","['batman', 'batgirl', 'robin', 'forge', 'alliance', 'teenage', 'mutant', 'ninja', 'turtles', 'fight', 'turtles', 'sworn', 'enemy', 'shredder', 'apparently', 'teamed', 'ras', 'al', 'ghul', 'league', 'assassins']"
Pieta,['Drama'],"['loan', 'shark', 'forced', 'reconsider', 'violent', 'lifestyle', 'arrival', 'mysterious', 'woman', 'claiming', 'longlost', 'mother']"
"Ciao, Professore!",['Comedy'],"['bureaucratic', 'snafu', 'sends', 'marco', 'tullio', 'sperelli', 'portly', 'middleaged', 'northern', 'italian', 'teach', 'third', 'grade', 'poor', 'town', 'outside', 'naples']"
The Ballad of Buster Scruggs,"['Western', 'Comedy', 'Drama']","['vignettes', 'weaving', 'together', 'stories', 'six', 'individuals', 'old', 'west', 'end', 'civil', 'war', 'following', 'tales', 'sharpshooting', 'songster', 'wannabe', 'bank', 'robber', 'two', 'weary', 'traveling', 'performers', 'lone', 'gold', 'prospector', 'woman', 'traveling', 'west', 'uncertain', 'future', 'motley', 'crew', 'strangers', 'undertaking', 'carriage', 'ride']"
Heartbeats,"['Drama', 'Romance']","['francis', 'young', 'gay', 'man', 'marie', 'young', 'straight', 'woman', 'two', 'best', 'friends', 'day', 'gorgeous', 'nicolas', 'walks', 'montreal', 'coffee', 'shop', 'two', 'friends', 'instantly', 'equally', 'infatuated', 'compete', 'nicolas', 'indeterminate', 'affections', 'conflict', 'climaxes', 'trio', 'visit', 'vacation', 'home', 'nicolas', 'mother', 'frothy', 'comedy', 'unfolds', 'narrative', 'fantasy', 'sequences', 'confessional', 'monologues']"
Following,"['Drama', 'Thriller']","['bill', 'idle', 'unemployed', 'aspiring', 'writer', 'walks', 'crowded', 'streets', 'london', 'following', 'randomly', 'chosen', 'strangers', 'seemingly', 'innocent', 'entertainment', 'becomes', 'dangerous', 'crosses', 'paths', 'mysterious', 'character']"
Two Brothers,"['Adventure', 'Drama', 'Family']","['two', 'tigers', 'separated', 'cubs', 'taken', 'captivity', 'reunited', 'years', 'later', 'enemies', 'explorer', 'pearce', 'inadvertently', 'forces', 'fight']"
Point Break,"['Action', 'Thriller', 'Crime']","['los', 'angeles', 'gang', 'bank', 'robbers', 'call', 'expresidents', 'commit', 'crimes', 'wearing', 'masks', 'reagan', 'carter', 'nixon', 'johnson', 'believing', 'members', 'gang', 'could', 'surfers', 'fbi', 'sends', 'young', 'agent', 'johnny', 'utah', 'beach', 'undercover', 'mix', 'surfers', 'gather', 'information']"
Bullitt,"['Action', 'Crime', 'Thriller']","['senator', 'walter', 'chalmers', 'aiming', 'take', 'mob', 'boss', 'pete', 'ross', 'help', 'testimony', 'criminals', 'hothead', 'brother', 'johnny', 'protective', 'custody', 'san', 'francisco', 'watch', 'police', 'lieutenant', 'frank', 'bullitt', 'pair', 'mob', 'hitmen', 'enter', 'scene', 'bullitt', 'follows', 'trail', 'maze', 'complications', 'doublecrosses', 'thriller', 'includes', 'one', 'famous', 'car', 'chases', 'ever', 'filmed']"
In Your Eyes,"['Drama', 'Romance', 'Science Fiction']","['two', 'seemingly', 'unconnected', 'souls', 'different', 'corners', 'united', 'states', 'make', 'telepathic', 'bond', 'allows', 'see', 'hear', 'feel', 'others', 'experiences', 'creating', 'bond', 'apparently', 'cant', 'broken']"
Trash,"['Adventure', 'Crime', 'Drama', 'Thriller']","['set', 'brazil', 'three', 'kids', 'make', 'discovery', 'garbage', 'dump', 'soon', 'find', 'running', 'cops', 'trying', 'right', 'terrible', 'wrong']"
Pooh's Grand Adventure: The Search for Christopher Robin,"['Animation', 'Family', 'Adventure']","['pooh', 'gets', 'confused', 'christopher', 'robin', 'leaves', 'note', 'say', 'gone', 'back', 'school', 'holidays', 'pooh', 'piglet', 'tigger', 'eeyore', 'rabbit', 'go', 'search', 'christopher', 'robin', 'leads', 'big', 'adventure']"
Across the Universe,"['Drama', 'Romance', 'Fantasy']","['young', 'dockworker', 'jude', 'leaves', 'liverpool', 'find', 'estranged', 'father', 'united', 'states', 'swept', 'waves', 'change', 'reshaping', 'nation', 'jude', 'falls', 'love', 'lucy', 'joins', 'growing', 'antiwar', 'movement', 'body', 'count', 'vietnam', 'rises', 'political', 'tensions', 'home', 'spiral', 'control', 'starcrossed', 'lovers', 'find', 'psychedelic', 'world', 'gone', 'mad']"
Death on the Nile,['Mystery'],"['hercule', 'poirot', 'enjoys', 'luxurious', 'cruise', 'nile', 'newlywed', 'heiress', 'found', 'murdered', 'board', 'poirot', 'identify', 'killer', 'ship', 'reaches', 'end', 'journey']"
Trolls Band Together,"['Animation', 'Family', 'Music', 'Fantasy', 'Comedy']","['branchs', 'brother', 'floyd', 'kidnapped', 'musical', 'talents', 'pair', 'nefarious', 'popstar', 'villains', 'branch', 'poppy', 'embark', 'harrowing', 'emotional', 'journey', 'reunite', 'brothers', 'rescue', 'floyd', 'fate', 'even', 'worse', 'popculture', 'obscurity']"
Downton Abbey,"['Drama', 'Romance', 'History']","['beloved', 'crawleys', 'intrepid', 'staff', 'prepare', 'important', 'moment', 'lives', 'royal', 'visit', 'king', 'queen', 'england', 'unleash', 'scandal', 'romance', 'intrigue', 'leave', 'future', 'downton', 'hanging', 'balance']"
New Police Story,"['Action', 'Thriller', 'Crime', 'Drama']","['sent', 'drunken', 'tailspin', 'entire', 'unit', 'killed', 'gang', 'thrillseeking', 'punks', 'disgraced', 'hong', 'kong', 'police', 'inspector', 'wing', 'needs', 'help', 'new', 'rookie', 'partner', 'troubled', 'past', 'climb', 'bottle', 'track', 'gang', 'ruthless', 'leader']"
The Return of the Living Dead,"['Horror', 'Comedy']","['foreman', 'frank', 'shows', 'new', 'employee', 'freddy', 'secret', 'military', 'experiment', 'supply', 'warehouse', 'louisville', 'kentucky', 'two', 'klutzes', 'accidentally', 'release', 'gas', 'reanimates', 'corpses', 'flesheating', 'zombies', 'epidemic', 'spreads', 'throughout', 'town', 'creatures', 'satisfy', 'hunger', 'gory', 'outlandish', 'ways', 'frank', 'freddy', 'fight', 'survive', 'help', 'boss', 'mysterious', 'mortician']"
Where the Heart Is,"['Comedy', 'Drama', 'Romance']","['novalee', 'nation', '17yearold', 'tennessee', 'transient', 'grow', 'hurry', 'shes', 'left', 'pregnant', 'abandoned', 'boyfriend', 'roadside', 'takes', 'refuge', 'friendly', 'aisles', 'walmart', 'eventually', 'eccentric', 'kindly', 'strangers', 'adopt', 'novalee', 'infant', 'daughter', 'helping', 'buck', 'odds', 'build', 'new', 'life']"
Death and the Maiden,"['Drama', 'Thriller']","['political', 'activist', 'convinced', 'guest', 'man', 'tortured', 'government']"
Lolita,['Drama'],"['urbane', 'professor', 'humbert', 'humbert', 'marries', 'new', 'england', 'widow', 'near', 'nymphet', 'daughter']"
Murder in the First,"['Crime', 'Drama']","['inspired', 'true', 'story', 'petty', 'criminal', 'sent', 'alcatraz', '1930s', 'caught', 'attempting', 'make', 'escape', 'punishment', 'put', 'solitary', 'confinement', 'maximum', 'stay', 'supposed', '19', 'days', 'henri', 'spends', 'years', 'alone', 'cold', 'complete', 'darkness', 'emerge', 'madman', 'soon', 'murderer', 'story', 'follows', 'rookie', 'lawyer', 'attempting', 'prove', 'alcatraz', 'blame']"
High Fidelity,"['Drama', 'Comedy', 'Romance', 'Music']","['record', 'store', 'owner', 'compulsive', 'listcompiler', 'rob', 'gordon', 'gets', 'dumped', 'longtime', 'girlfriend', 'laura', 'hasnt', 'changed', 'since', 'met', 'revisits', 'top', 'five', 'breakups', 'time', 'order', 'figure', 'went', 'wrong', 'examines', 'failed', 'attempts', 'romance', 'happiness', 'process', 'finds', 'dragged', 'kicking', 'screaming', 'adulthood']"
Vicky and Her Mystery,"['Adventure', 'Family', 'Drama']","['stéphane', 'decides', 'move', 'beautiful', 'mountains', 'cantal', 'order', 'reconnect', '8yearold', 'daughter', 'victoria', 'silent', 'since', 'mothers', 'disappearance', 'walk', 'forest', 'shepherd', 'gives', 'victoria', 'puppy', 'named', 'mystery', 'gradually', 'give', 'taste', 'life', 'quickly', 'stéphane', 'discovers', 'animal', 'reality', 'wolf…', 'despite', 'warnings', 'danger', 'situation', 'can', 'not', 'bring', 'separate', 'daughter', 'seemingly', 'harmless', 'ball', 'hair']"
Magnum Force,"['Drama', 'Crime', 'Action']","['dirty', 'harry', 'callahan', 'san', 'francisco', 'police', 'inspector', 'trail', 'group', 'rogue', 'cops', 'taken', 'justice', 'hands', 'shady', 'characters', 'murdered', 'one', 'another', 'grisly', 'fashion', 'dirty', 'harry', 'stop']"
Bad Boys for Life,"['Thriller', 'Action', 'Crime']","['marcus', 'mike', 'forced', 'confront', 'new', 'threats', 'career', 'changes', 'midlife', 'crises', 'join', 'newly', 'created', 'elite', 'team', 'ammo', 'miami', 'police', 'department', 'take', 'ruthless', 'armando', 'armas', 'vicious', 'leader', 'miami', 'drug', 'cartel']"
The Big Boss,['Action'],"['cheng', 'young', 'chinese', 'mainlander', 'moves', 'expatriate', 'cousins', 'work', 'ice', 'factory', 'thailand', 'family', 'promise', 'never', 'get', 'involved', 'fights', 'however', 'members', 'family', 'begin', 'disappearing', 'meeting', 'management', 'factory', 'resulting', 'mystery', 'pressures', 'force', 'break', 'vow', 'take', 'villainy', 'big', 'boss']"
Master and Commander: The Far Side of the World,"['Adventure', 'Drama', 'War']","['abrupt', 'violent', 'encounter', 'french', 'warship', 'inflicts', 'severe', 'damage', 'upon', 'ship', 'captain', 'british', 'royal', 'navy', 'begins', 'chase', 'two', 'oceans', 'capture', 'destroy', 'enemy', 'though', 'must', 'weigh', 'commitment', 'duty', 'ferocious', 'pursuit', 'glory', 'safety', 'devoted', 'crew', 'including', 'ships', 'thoughtful', 'surgeon', 'best', 'friend']"
The Kid with a Bike,['Drama'],"['abandoned', 'father', 'young', 'boy', 'left', 'hands', 'unqualified', 'childcare', 'provider']"
Unbreakable,"['Thriller', 'Drama', 'Mystery']","['ordinary', 'man', 'makes', 'extraordinary', 'discovery', 'train', 'accident', 'leaves', 'fellow', 'passengers', 'dead', '—', 'unscathed', 'answer', 'mystery', 'could', 'lie', 'mysterious', 'elijah', 'price', 'man', 'suffers', 'disease', 'renders', 'bones', 'fragile', 'glass']"
Punch-Drunk Love,"['Romance', 'Drama', 'Comedy']","['socially', 'awkward', 'volatile', 'small', 'business', 'owner', 'meets', 'love', 'life', 'threatened', 'gang', 'scammers']"
The Proposal,"['Comedy', 'Romance', 'Drama']","['learns', 'shes', 'danger', 'losing', 'visa', 'status', 'deported', 'overbearing', 'book', 'editor', 'margaret', 'tate', 'forces', 'putupon', 'assistant', 'andrew', 'paxton', 'marry']"
Breakfast on Pluto,"['Drama', 'Comedy']","['1970s', 'young', 'transgender', 'woman', 'called', '“', 'kitten', '”', 'leaves', 'small', 'irish', 'town', 'london', 'search', 'love', 'acceptance', 'longlost', 'mother']"
The Goddess of Fortune,['Drama'],"['alessandro', 'arturo', 'together', '15', 'years', 'despite', 'feeling', 'still', 'relationship', 'crisis', 'alessandro', '’', 's', 'best', 'friend', 'blue', 'asks', 'take', 'care', 'two', 'kids', 'days', 'something', 'changes', 'daily', 'routine', 'love', 'drive', 'crazy', 'unexpected', 'turn', 'life']"
After,"['Romance', 'Drama']","['tessa', 'young', 'dedicated', 'student', 'dutiful', 'daughter', 'loyal', 'girlfriend', 'high', 'school', 'sweetheart', 'entering', 'first', 'semester', 'college', 'tessas', 'guarded', 'world', 'opens', 'meets', 'hardin', 'scott', 'mysterious', 'brooding', 'rebel', 'makes', 'question', 'thought', 'knew', 'wants', 'life']"
Sherlock Holmes: A Game of Shadows,"['Adventure', 'Action', 'Crime', 'Mystery']","['new', 'criminal', 'mastermind', 'large', 'professor', 'moriarty', 'holmes', '’', 'intellectual', 'equal', 'capacity', 'evil', 'lack', 'conscience', 'may', 'give', 'advantage', 'detective']"
Anomalisa,"['Animation', 'Drama', 'Romance', 'Comedy']","['inspirational', 'speaker', 'becomes', 'reinvigorated', 'meeting', 'lively', 'woman', 'shakes', 'mundane', 'existence']"
Fun Is Beautiful,['Comedy'],"['three', 'stories', 'set', 'summer', 'rome', 'three', 'characters', 'played', 'verdone', 'awkward', 'young', 'man', 'meets', 'spanish', 'tourist', 'another', 'one', 'plans', 'trip', 'towards', 'east', 'suitcase', 'full', 'stockings', 'biro', 'pens', 'hippie', 'visited', 'father', 'tries', 'convince', 'get', 'back', 'home']"
Rang De Basanti,"['Comedy', 'Drama', 'History']","['group', 'friends', 'graduate', 'delhi', 'university', 'listlessly', 'haunt', 'old', 'campus', 'british', 'filmmaker', 'casts', 'film', 'shes', 'making', 'freedom', 'fighters', 'british', 'rule', 'although', 'group', 'largely', 'apolitical', 'tragic', 'death', 'friend', 'owing', 'local', 'government', 'corruption', 'awakens', 'patriotism', 'inspired', 'freedom', 'fighters', 'represent', 'film', 'friends', 'collectively', 'decide', 'avenge', 'killing']"
Vacation Friends,['Comedy'],"['straightlaced', 'couple', 'fun', 'rowdy', 'couple', 'vacation', 'mexico', 'return', 'states', 'discover', 'crazy', 'couple', 'met', 'mexico', 'followed', 'back', 'home', 'decide', 'play', 'tricks']"
Silver Linings Playbook,"['Drama', 'Comedy', 'Romance']","['spending', 'eight', 'months', 'mental', 'institution', 'former', 'teacher', 'moves', 'back', 'parents', 'tries', 'reconcile', 'exwife']"
Yellow Submarine,"['Music', 'Animation', 'Adventure', 'Comedy', 'Fantasy']","['wicked', 'blue', 'meanies', 'take', 'pepperland', 'eliminating', 'color', 'music', 'survivor', 'lord', 'admiral', 'escapes', 'yellow', 'submarine', 'journeys', 'liverpool', 'enlist', 'help', 'beatles']"
Jason and the Argonauts,"['Adventure', 'Family', 'Fantasy']","['jason', 'fearless', 'sailor', 'explorer', 'returns', 'home', 'land', 'thessaly', 'long', 'voyage', 'claim', 'rightful', 'throne', 'learns', 'however', 'must', 'first', 'find', 'magical', 'golden', 'fleece', 'must', 'embark', 'epic', 'quest', 'fraught', 'fantastic', 'monsters', 'terrible', 'perils']"
The Fox and the Hound,"['Adventure', 'Animation', 'Drama', 'Family']","['feisty', 'little', 'fox', 'named', 'tod', 'adopted', 'farm', 'family', 'quickly', 'becomes', 'friends', 'fun', 'adorable', 'hound', 'puppy', 'named', 'copper', 'life', 'full', 'hilarious', 'adventures', 'copper', 'expected', 'take', 'role', 'hunting', 'dog', 'object', 'search', 'best', 'friend']"
The Haunting,['Horror'],"['dr', 'markway', 'research', 'prove', 'existence', 'ghosts', 'investigates', 'hill', 'house', 'large', 'eerie', 'mansion', 'lurid', 'history', 'violent', 'death', 'insanity']"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['Adventure', 'Family', 'Fantasy']","['siblings', 'lucy', 'edmund', 'susan', 'peter', 'step', 'magical', 'wardrobe', 'find', 'land', 'narnia', 'discover', 'charming', 'peaceful', 'kingdom', 'plunged', 'eternal', 'winter', 'evil', 'white', 'witch', 'jadis', 'aided', 'wise', 'magnificent', 'lion', 'aslan', 'children', 'lead', 'narnia', 'spectacular', 'climactic', 'battle', 'free', 'witchs', 'glacial', 'powers', 'forever']"
OSS 117: Lost in Rio,"['Crime', 'Action', 'Comedy']","['french', 'top', 'secret', 'agent', 'hubert', 'bonisseur', 'de', 'la', 'bath', 'sent', 'rio', 'buy', 'microfilms', 'running', 'nazi', 'team', 'mossad', 'secret', 'services']"
Barbie: The Princess & The Popstar,"['Family', 'Animation']","['tori', 'blonde', 'princess', 'bored', 'living', 'royal', 'life', 'dreams', 'becoming', 'popstar', 'keira', 'hand', 'brunette', 'popstar', 'dreams', 'princess', 'two', 'meet', 'magically', 'trade', 'places', 'realising', 'best']"
